date,location,sales,payment_method
2023-05-26,São Paulo,918,bank transfer
2023-03-05,Moscow,3397,mobile payment
2023-05-11,Amsterdam,1139,voucher
2023-01-04,Moscow,71,voucher
2023-06-02,Istanbul,3659,cash
2023-11-26,São Paulo,325,mobile payment
2023-01-21,Berlin,4812,credit card
2023-01-21,Paris,2434,credit card
2023-11-07,Istanbul,2449,credit card
2023-08-17,Berlin,4082,voucher
2023-05-17,London,2160,cash
2023-01-06,Lagos,2731,cryptocurrency
2023-08-26,Cairo,2810,voucher
2023-09-05,Mumbai,1349,credit card
2023-06-25,Cairo,698,debit card
2023-03-01,Moscow,4161,debit card
2023-06-11,Seoul,4193,voucher
2023-03-17,Dubai,807,bank transfer
2023-07-14,Mumbai,1074,credit card
2023-09-03,Bangkok,474,cash
2023-01-27,Cairo,372,cash
2023-04-12,Berlin,4815,debit card
2023-06-11,Tokyo,4104,bank transfer
2023-08-03,Lagos,4472,cash
2023-12-03,Rome,1111,debit card
2023-04-28,Amsterdam,1706,credit card
2023-02-10,Paris,1138,mobile payment
2023-03-01,Lagos,1956,credit card
2023-11-20,Sydney,2903,voucher
2023-09-30,New York,2317,cash
2023-09-11,Dubai,3660,cash
2023-02-03,Istanbul,4380,cryptocurrency
2023-01-01,Berlin,4704,cryptocurrency
2023-10-09,Istanbul,3721,cryptocurrency
2023-04-08,Moscow,658,cash
2023-01-16,Paris,2230,mobile payment
2023-04-16,Tokyo,4981,mobile payment
2023-01-30,Bangkok,1837,cryptocurrency
2023-06-27,Bangkok,1861,cryptocurrency
2023-01-31,Moscow,2802,cryptocurrency
2023-11-12,Lagos,2455,cryptocurrency
2023-05-15,Seoul,1812,debit card
2023-09-26,Moscow,3289,cash
2023-07-15,Toronto,3093,bank transfer
2023-05-22,Moscow,4915,cash
2023-10-28,Mexico City,4631,debit card
2023-06-12,Rome,1500,cash
2023-04-26,Rome,4339,cryptocurrency
2023-11-01,Cairo,1956,credit card
2023-05-08,Istanbul,4162,debit card
2023-06-19,São Paulo,3807,cryptocurrency
2023-12-29,London,4581,debit card
2023-01-31,Amsterdam,931,credit card
2023-08-28,Lagos,4132,cryptocurrency
2023-12-05,Bangkok,155,cryptocurrency
2023-01-22,Bangkok,185,cash
2023-10-06,London,3705,mobile payment
2023-03-14,Seoul,4005,mobile payment
2023-08-01,Lagos,2364,cryptocurrency
2023-06-23,Moscow,4087,bank transfer
2023-04-07,New York,3578,debit card
2023-01-08,Amsterdam,2506,credit card
2023-09-07,Rome,3435,debit card
2023-03-26,Mumbai,332,bank transfer
2023-09-11,Lagos,317,credit card
2023-01-02,São Paulo,3313,debit card
2023-02-09,Cairo,475,cash
2023-03-27,Amsterdam,3594,bank transfer
2023-04-19,Mexico City,3144,mobile payment
2023-05-29,Mumbai,4494,mobile payment
2023-01-28,Toronto,2904,voucher
2023-04-10,London,678,bank transfer
2023-04-05,Barcelona,2077,credit card
2023-02-14,Moscow,4348,mobile payment
2023-08-24,Toronto,4829,mobile payment
2023-04-07,Mumbai,3383,cash
2023-05-27,Seoul,4022,credit card
2023-11-10,Lagos,2555,cryptocurrency
2023-08-17,Berlin,1751,voucher
2023-10-06,Moscow,3228,cryptocurrency
2023-04-11,Mexico City,1341,credit card
2023-11-30,Mexico City,237,bank transfer
2023-01-12,Cairo,1627,bank transfer
2023-02-26,Rome,1904,voucher
2023-07-09,Amsterdam,571,voucher
2023-09-12,New York,1956,voucher
2023-08-28,Mexico City,600,debit card
2023-10-14,Berlin,561,cash
2023-05-25,São Paulo,3604,cash
2023-01-13,Mumbai,22,cash
2023-01-09,São Paulo,3583,cash
2023-04-24,Lagos,2029,debit card
2023-03-09,London,4156,debit card
2023-09-02,Seoul,63,cash
2023-04-12,Berlin,4211,cash
2023-12-12,New York,3614,voucher
2023-10-26,Tokyo,4250,cash
2023-04-26,Moscow,497,mobile payment
2023-11-12,New York,3916,debit card
2023-06-21,London,3498,cash
2023-01-13,Lagos,4066,cash
2023-01-01,Paris,64,voucher
2023-01-24,Paris,898,cash
2023-07-13,Paris,3830,cryptocurrency
2023-06-10,Sydney,2513,voucher
2023-05-07,Toronto,4061,cryptocurrency
2023-10-31,Sydney,2861,debit card
2023-01-11,Seoul,3315,bank transfer
2023-01-19,New York,879,voucher
2023-04-13,Rome,3209,mobile payment
2023-10-24,Moscow,4312,bank transfer
2023-01-18,Amsterdam,1887,voucher
2023-05-18,São Paulo,1245,cash
2023-10-30,Mexico City,1191,voucher
2023-03-08,Mexico City,186,bank transfer
2023-06-20,Bangkok,396,bank transfer
2023-10-20,Rome,2804,debit card
2023-11-06,Toronto,3626,cryptocurrency
2023-01-10,Sydney,307,cryptocurrency
2023-07-10,Mumbai,4004,cryptocurrency
2023-01-08,Dubai,4787,debit card
2023-04-02,São Paulo,3637,debit card
2023-04-25,Bangkok,4901,credit card
2023-08-25,Amsterdam,1625,voucher
2023-10-13,Seoul,1062,cash
2023-10-01,Lagos,2896,credit card
2023-08-19,Bangkok,1680,voucher
2023-09-13,Toronto,256,voucher
2023-11-14,Tokyo,3168,bank transfer
2023-11-15,Paris,4611,mobile payment
2023-06-01,Seoul,1360,debit card
2023-03-27,Moscow,2271,bank transfer
2023-07-26,Seoul,1660,voucher
2023-08-05,Amsterdam,3116,cash
2023-06-27,Berlin,4442,mobile payment
2023-11-13,Sydney,2539,bank transfer
2023-03-09,São Paulo,827,mobile payment
2023-11-10,Toronto,204,bank transfer
2023-02-22,Amsterdam,2710,cryptocurrency
2023-12-21,Tokyo,1054,cryptocurrency
2023-02-27,Toronto,1552,credit card
2023-11-02,Mumbai,3942,voucher
2023-08-08,Cairo,2134,mobile payment
2023-04-17,Paris,4669,bank transfer
2023-06-09,Cairo,4948,mobile payment
2023-05-18,Paris,3426,mobile payment
2023-01-08,Sydney,2485,voucher
2023-02-24,Barcelona,3985,cryptocurrency
2023-10-01,Toronto,1724,cryptocurrency
2023-05-23,Seoul,2268,voucher
2023-01-08,São Paulo,4041,bank transfer
2023-06-08,Istanbul,4673,cash
2023-02-16,Berlin,1345,cash
2023-03-11,Barcelona,4440,credit card
2023-11-09,Cairo,3459,voucher
2023-06-29,Mexico City,2840,debit card
2023-08-24,São Paulo,64,cryptocurrency
2023-09-05,Seoul,4307,bank transfer
2023-05-16,Bangkok,1969,credit card
2023-01-23,Tokyo,938,cash
2023-02-24,London,3974,credit card
2023-03-15,Dubai,2814,cryptocurrency
2023-09-26,Barcelona,1211,mobile payment
2023-05-10,Lagos,2185,credit card
2023-09-04,Cairo,3359,mobile payment
2023-06-17,New York,2156,bank transfer
2023-10-23,Dubai,2730,mobile payment
2023-06-27,Sydney,347,credit card
2023-03-09,Istanbul,4449,mobile payment
2023-07-23,Bangkok,2789,debit card
2023-05-30,Berlin,3529,debit card
2023-11-21,Moscow,267,voucher
2023-12-27,Tokyo,4765,cryptocurrency
2023-08-19,Mumbai,3844,voucher
2023-02-23,London,2187,credit card
2023-01-24,Mumbai,1416,cryptocurrency
2023-09-15,Tokyo,780,debit card
2023-07-31,Barcelona,2236,mobile payment
2023-03-12,Cairo,56,cash
2023-06-19,Rome,2271,mobile payment
2023-10-05,Dubai,1806,mobile payment
2023-10-10,Barcelona,4158,cash
2023-10-17,Barcelona,1462,bank transfer
2023-10-07,Tokyo,4191,bank transfer
2023-04-25,Toronto,2862,bank transfer
2023-12-19,Barcelona,4511,mobile payment
2023-09-07,Rome,2035,voucher
2023-06-03,Barcelona,1596,mobile payment
2023-03-17,Lagos,2141,cryptocurrency
2023-02-21,Amsterdam,334,bank transfer
2023-06-29,Moscow,168,cryptocurrency
2023-10-19,Seoul,4214,mobile payment
2023-10-24,Dubai,1291,cryptocurrency
2023-05-11,Amsterdam,2553,voucher
2023-05-15,Mumbai,855,voucher
2023-12-20,Moscow,2383,bank transfer
2023-03-26,Lagos,1769,cash
2023-12-17,Paris,3713,bank transfer
2023-12-17,London,3941,mobile payment
2023-09-27,London,1678,cash
2023-12-09,Barcelona,2570,credit card
2023-02-25,London,1391,debit card
2023-03-06,Dubai,3896,voucher
2023-10-16,Seoul,171,debit card
2023-12-14,Barcelona,4407,cryptocurrency
2023-12-18,Lagos,2399,cash
2023-08-30,Moscow,92,bank transfer
2023-06-10,Istanbul,710,credit card
2023-07-30,Lagos,1017,bank transfer
2023-11-05,Amsterdam,566,voucher
2023-12-30,Mexico City,2455,cryptocurrency
2023-01-04,Bangkok,3128,bank transfer
2023-08-16,Paris,3637,cryptocurrency
2023-02-14,New York,732,mobile payment
2023-08-10,Rome,3995,credit card
2023-04-17,New York,4607,debit card
2023-08-23,Barcelona,565,credit card
2023-05-01,Berlin,2808,voucher
2023-01-10,Cairo,4571,voucher
2023-06-20,New York,4962,bank transfer
2023-08-27,Bangkok,4399,cash
2023-02-17,Sydney,2131,cash
2023-06-28,Moscow,2002,voucher
2023-05-20,São Paulo,2163,cash
2023-02-17,Tokyo,2830,credit card
2023-11-28,Berlin,4033,mobile payment
2023-12-02,Toronto,4943,bank transfer
2023-05-23,Dubai,4463,bank transfer
2023-12-07,Barcelona,1767,debit card
2023-06-20,Istanbul,101,cryptocurrency
2023-04-20,Barcelona,4497,credit card
2023-12-10,Mexico City,1188,bank transfer
2023-07-16,Seoul,340,voucher
2023-03-18,Seoul,3724,voucher
2023-04-10,Lagos,2797,cryptocurrency
2023-12-08,Sydney,636,mobile payment
2023-09-10,Berlin,1775,credit card
2023-07-20,Sydney,4185,debit card
2023-03-06,Rome,3020,voucher
2023-04-11,Tokyo,3217,mobile payment
2023-06-11,Sydney,2427,voucher
2023-07-15,Paris,3623,cash
2023-11-11,Tokyo,1086,cryptocurrency
2023-01-13,Barcelona,3653,bank transfer
2023-08-06,São Paulo,3176,voucher
2023-02-07,Rome,4644,cash
2023-02-02,Mumbai,1586,bank transfer
2023-09-28,São Paulo,2380,debit card
2023-08-19,Mumbai,2410,mobile payment
2023-07-06,Tokyo,749,mobile payment
2023-02-16,Paris,2086,debit card
2023-08-21,Amsterdam,2627,bank transfer
2023-07-11,Cairo,3110,debit card
2023-05-20,Cairo,3852,debit card
2023-08-20,Istanbul,1795,bank transfer
2023-12-03,London,3102,mobile payment
2023-09-24,Moscow,1723,voucher
2023-08-07,Moscow,1559,mobile payment
2023-11-03,Bangkok,1671,credit card
2023-01-03,Barcelona,3918,bank transfer
2023-05-27,Seoul,4825,cryptocurrency
2023-07-10,Amsterdam,446,cash
2023-05-29,Barcelona,596,mobile payment
2023-07-14,Cairo,294,voucher
2023-08-10,Paris,1244,bank transfer
2023-12-29,Istanbul,4627,cash
2023-10-18,Cairo,866,voucher
2023-05-30,Moscow,3466,mobile payment
2023-04-21,Mumbai,3534,cash
2023-09-14,Toronto,223,voucher
2023-12-14,Mexico City,3861,mobile payment
2023-10-13,Toronto,4885,mobile payment
2023-01-21,Cairo,1451,voucher
2023-09-01,Sydney,4859,mobile payment
2023-12-19,New York,2824,credit card
2023-02-05,London,1391,cash
2023-04-17,Tokyo,4256,mobile payment
2023-12-11,Lagos,3504,bank transfer
2023-08-11,Paris,3324,bank transfer
2023-05-27,Bangkok,3761,debit card
2023-11-04,Moscow,996,mobile payment
2023-11-27,Cairo,949,mobile payment
2023-06-09,New York,4686,cryptocurrency
2023-07-24,Amsterdam,3657,debit card
2023-06-08,Toronto,4223,debit card
2023-11-26,Berlin,826,cash
2023-10-02,Istanbul,3263,bank transfer
2023-11-12,Sydney,4986,cryptocurrency
2023-10-30,Seoul,3109,mobile payment
2023-07-22,Moscow,647,debit card
2023-06-11,Istanbul,3016,voucher
2023-03-20,Amsterdam,3879,cryptocurrency
2023-03-07,London,3741,voucher
2023-01-08,Dubai,3765,cryptocurrency
2023-09-16,Sydney,4323,credit card
2023-02-23,Paris,4468,bank transfer
2023-03-16,Moscow,1516,cryptocurrency
2023-06-17,Lagos,1780,mobile payment
2023-03-30,Toronto,4281,cryptocurrency
2023-05-14,Cairo,758,bank transfer
2023-08-05,Amsterdam,4122,debit card
2023-05-28,Toronto,395,bank transfer
2023-04-04,Mumbai,1986,mobile payment
2023-05-23,Mexico City,3214,mobile payment
2023-02-12,Lagos,3824,cryptocurrency
2023-03-21,Cairo,4174,cryptocurrency
2023-12-23,Toronto,1139,voucher
2023-11-12,Mexico City,2703,debit card
2023-07-28,Amsterdam,1918,debit card
2023-07-14,São Paulo,2724,bank transfer
2023-03-27,Seoul,2594,voucher
2023-03-13,Sydney,4181,cash
2023-04-29,Mumbai,443,cash
2023-08-06,Seoul,2330,bank transfer
2023-03-11,Mexico City,494,credit card
2023-12-13,Rome,124,cryptocurrency
2023-06-13,Moscow,2559,mobile payment
2023-02-14,Barcelona,1336,credit card
2023-02-21,Paris,839,bank transfer
2023-08-23,Toronto,4467,cryptocurrency
2023-07-15,São Paulo,2904,debit card
2023-03-20,Tokyo,3472,mobile payment
2023-03-16,London,4124,credit card
2023-04-01,Bangkok,1639,cryptocurrency
2023-03-20,Toronto,1174,cash
2023-03-03,Sydney,4092,voucher
2023-04-26,Paris,69,cash
2023-09-19,Dubai,1413,cash
2023-07-13,Amsterdam,4281,credit card
2023-04-27,Berlin,3621,debit card
2023-07-13,Tokyo,4747,voucher
2023-04-23,Rome,2891,cryptocurrency
2023-03-28,Lagos,4822,voucher
2023-10-21,Lagos,4215,cash
2023-03-24,Bangkok,2972,debit card
2023-09-10,Toronto,1448,cryptocurrency
2023-02-16,Berlin,4047,credit card
2023-08-19,New York,4055,cryptocurrency
2023-10-25,Bangkok,1941,voucher
2023-04-11,Paris,2178,credit card
2023-06-16,Barcelona,2247,cash
2023-05-01,London,4791,cryptocurrency
2023-12-12,Mexico City,4677,voucher
2023-07-03,Sydney,2625,cash
2023-05-16,Sydney,4928,cryptocurrency
2023-02-03,Moscow,3065,cryptocurrency
2023-02-13,Tokyo,4025,voucher
2023-03-27,Moscow,3136,cash
2023-06-18,New York,3474,bank transfer
2023-12-05,Berlin,1390,mobile payment
2023-08-27,Toronto,2378,cash
2023-08-04,Rome,4624,cryptocurrency
2023-10-07,Berlin,641,cash
2023-01-15,New York,676,credit card
2023-08-05,São Paulo,2749,mobile payment
2023-06-14,Mumbai,3983,cash
2023-10-10,Sydney,3704,cryptocurrency
2023-05-28,Paris,1276,bank transfer
2023-04-23,Lagos,3150,cash
2023-12-29,New York,2876,cash
2023-04-17,Moscow,4278,mobile payment
2023-06-02,Bangkok,1765,cash
2023-08-17,Amsterdam,4384,mobile payment
2023-04-29,Tokyo,828,cryptocurrency
2023-09-25,Cairo,21,debit card
2023-08-31,Rome,1522,credit card
2023-03-17,New York,2798,credit card
2023-08-20,São Paulo,2020,mobile payment
2023-08-23,Moscow,863,voucher
2023-02-25,Tokyo,1037,credit card
2023-03-29,Barcelona,2875,cryptocurrency
2023-06-12,Berlin,4106,cryptocurrency
2023-03-07,Lagos,1716,credit card
2023-10-11,London,1251,mobile payment
2023-03-02,Berlin,2496,bank transfer
2023-11-06,São Paulo,3894,cryptocurrency
2023-03-02,Sydney,3044,debit card
2023-11-26,Amsterdam,3759,mobile payment
2023-12-15,Berlin,320,cash
2023-07-17,Paris,1205,cryptocurrency
2023-02-27,Istanbul,2229,cryptocurrency
2023-11-17,Seoul,411,voucher
2023-01-06,Toronto,1383,debit card
2023-03-29,Seoul,2689,credit card
2023-11-04,Sydney,4312,cryptocurrency
2023-12-05,Istanbul,660,bank transfer
2023-04-20,Lagos,1916,mobile payment
2023-05-17,Lagos,2204,cryptocurrency
2023-09-28,Berlin,4414,debit card
2023-04-19,Cairo,1211,bank transfer
2023-06-05,Berlin,3543,cryptocurrency
2023-09-24,Mumbai,3996,bank transfer
2023-10-27,Mumbai,1862,debit card
2023-10-04,Mumbai,895,voucher
2023-03-24,London,3912,voucher
2023-07-03,Tokyo,4305,credit card
2023-09-08,London,1461,credit card
2023-09-04,Dubai,1409,voucher
2023-02-03,Tokyo,1712,debit card
2023-11-25,Moscow,3551,mobile payment
2023-10-30,São Paulo,2582,cash
2023-09-16,Berlin,4373,bank transfer
2023-09-29,Mumbai,1264,credit card
2023-03-06,Cairo,1002,bank transfer
2023-12-12,Toronto,3431,voucher
2023-06-09,Barcelona,859,bank transfer
2023-10-28,Berlin,594,mobile payment
2023-11-19,Mumbai,2374,debit card
2023-03-08,Lagos,83,cash
2023-08-08,Tokyo,4076,credit card
2023-04-05,Paris,3094,mobile payment
2023-06-15,Cairo,3009,bank transfer
2023-12-26,Berlin,2848,cryptocurrency
2023-08-28,Istanbul,1488,debit card
2023-03-03,Berlin,4577,credit card
2023-10-02,Cairo,3936,debit card
2023-03-09,Rome,3849,mobile payment
2023-08-05,Paris,1409,bank transfer
2023-08-20,Moscow,3655,debit card
2023-05-11,São Paulo,2168,debit card
2023-04-28,Moscow,1235,cash
2023-08-11,Cairo,4460,cryptocurrency
2023-11-24,São Paulo,4278,credit card
2023-09-06,Seoul,1503,mobile payment
2023-04-21,London,276,cryptocurrency
2023-01-13,Mexico City,1001,voucher
2023-08-17,Toronto,976,cash
2023-01-24,Istanbul,1813,credit card
2023-12-21,Mumbai,1257,debit card
2023-02-12,Cairo,4772,cryptocurrency
2023-11-27,Mexico City,4868,cash
2023-01-06,Cairo,255,cryptocurrency
2023-06-29,Barcelona,3867,voucher
2023-11-05,Amsterdam,4580,cryptocurrency
2023-04-04,Mumbai,3444,bank transfer
2023-03-09,Dubai,4568,credit card
2023-07-28,Rome,2811,credit card
2023-09-29,Dubai,1389,credit card
2023-02-25,Toronto,3651,mobile payment
2023-08-03,Mumbai,4918,cryptocurrency
2023-02-06,London,4606,voucher
2023-10-19,Barcelona,721,bank transfer
2023-09-17,Dubai,4444,credit card
2023-03-30,Mumbai,1163,cash
2023-04-29,Berlin,3893,mobile payment
2023-06-02,Istanbul,1919,cryptocurrency
2023-10-23,Toronto,3083,credit card
2023-03-23,Seoul,499,cash
2023-06-26,Lagos,2728,credit card
2023-03-20,Seoul,3795,bank transfer
2023-03-09,Cairo,3526,mobile payment
2023-03-26,São Paulo,1372,voucher
2023-06-10,London,3757,mobile payment
2023-05-24,New York,4715,mobile payment
2023-06-01,Rome,3568,bank transfer
2023-06-18,Sydney,832,bank transfer
2023-02-06,Barcelona,3789,debit card
2023-10-12,Barcelona,3381,debit card
2023-01-31,Cairo,586,cryptocurrency
2023-06-16,Sydney,2786,debit card
2023-01-31,Toronto,67,bank transfer
2023-04-14,Moscow,2549,credit card
2023-09-13,Istanbul,4019,cash
2023-09-07,Paris,1634,credit card
2023-01-03,Istanbul,612,cryptocurrency
2023-05-12,Toronto,2923,voucher
2023-05-25,Dubai,790,cash
2023-12-26,Dubai,1811,cryptocurrency
2023-05-05,Barcelona,4699,voucher
2023-06-16,Cairo,1228,cryptocurrency
2023-09-24,Tokyo,193,cryptocurrency
2023-01-15,Berlin,3957,debit card
2023-12-23,London,4201,bank transfer
2023-04-20,Mumbai,2830,voucher
2023-10-17,Bangkok,2593,bank transfer
2023-12-19,Amsterdam,2405,credit card
2023-05-14,New York,3839,voucher
2023-11-18,Bangkok,132,debit card
2023-08-30,Lagos,4421,cryptocurrency
2023-09-19,Bangkok,936,mobile payment
2023-01-02,Berlin,1295,bank transfer
2023-08-27,Sydney,4951,credit card
2023-09-18,Amsterdam,2998,voucher
2023-01-16,Seoul,1547,cash
2023-07-18,Moscow,2305,voucher
2023-09-09,Paris,212,debit card
2023-05-24,New York,42,credit card
2023-04-15,Seoul,1145,bank transfer
2023-08-21,São Paulo,1632,credit card
2023-03-27,London,1466,credit card
2023-07-19,Cairo,620,debit card
2023-12-16,Toronto,4032,cryptocurrency
2023-05-08,Rome,2553,voucher
2023-08-27,Rome,2636,credit card
2023-10-31,Rome,2072,bank transfer
2023-12-01,Dubai,3864,debit card
2023-09-11,Bangkok,4017,bank transfer
2023-01-02,Barcelona,2342,debit card
2023-04-22,Sydney,665,credit card
2023-05-24,London,2469,bank transfer
2023-07-06,Paris,1119,debit card
2023-03-04,Mumbai,4568,mobile payment
2023-09-24,São Paulo,3336,credit card
2023-12-25,Istanbul,3341,mobile payment
2023-08-12,São Paulo,1795,voucher
2023-04-09,Mumbai,3826,mobile payment
2023-01-25,Mumbai,477,cryptocurrency
2023-01-26,Tokyo,2764,cash
2023-01-14,Tokyo,1124,bank transfer
2023-08-17,Amsterdam,4056,cryptocurrency
2023-10-31,Berlin,2331,cryptocurrency
2023-03-10,Paris,3117,cryptocurrency
2023-12-13,Dubai,2477,bank transfer
2023-01-12,Berlin,3846,debit card
2023-08-07,Istanbul,3912,cryptocurrency
2023-03-02,Bangkok,3533,bank transfer
2023-12-10,Paris,2200,credit card
2023-03-31,Cairo,3089,cryptocurrency
2023-03-29,New York,3741,mobile payment
2023-11-23,Moscow,2097,cash
2023-11-29,Tokyo,4361,voucher
2023-03-11,Bangkok,1003,credit card
2023-02-19,Istanbul,2718,voucher
2023-02-14,Istanbul,1865,credit card
2023-01-10,Barcelona,879,debit card
2023-11-12,Seoul,3692,debit card
2023-09-10,Mexico City,3720,cryptocurrency
2023-05-02,Moscow,2040,voucher
2023-11-23,Moscow,719,bank transfer
2023-09-05,Barcelona,2660,mobile payment
2023-10-16,London,842,cash
2023-06-18,Seoul,2711,mobile payment
2023-11-29,Amsterdam,2324,mobile payment
2023-11-09,Cairo,4554,bank transfer
2023-12-30,Istanbul,4231,voucher
2023-12-19,Seoul,1517,mobile payment
2023-06-23,Paris,3119,credit card
2023-12-08,Lagos,4848,mobile payment
2023-01-20,Dubai,189,debit card
2023-06-07,Bangkok,4542,voucher
2023-08-08,Moscow,492,bank transfer
2023-11-27,Seoul,3793,bank transfer
2023-03-20,Moscow,3180,cryptocurrency
2023-06-04,New York,3847,bank transfer
2023-07-15,Sydney,4804,voucher
2023-04-27,Rome,3507,credit card
2023-08-30,Mexico City,4062,cash
2023-08-22,New York,4760,credit card
2023-11-16,Lagos,3384,voucher
2023-03-01,Istanbul,4082,debit card
2023-04-30,Sydney,1893,mobile payment
2023-03-21,Moscow,123,bank transfer
2023-02-27,Seoul,4565,voucher
2023-09-07,Moscow,461,debit card
2023-01-25,Istanbul,44,voucher
2023-01-02,Paris,3231,bank transfer
2023-08-22,Mexico City,2294,cash
2023-11-11,Berlin,2409,cash
2023-09-15,Istanbul,2488,mobile payment
2023-09-01,Lagos,2866,mobile payment
2023-08-20,Rome,397,cash
2023-10-03,Paris,2309,voucher
2023-09-18,London,2163,mobile payment
2023-02-26,New York,3782,bank transfer
2023-10-29,Barcelona,4084,cash
2023-08-29,Mumbai,1377,cash
2023-11-24,Seoul,631,cryptocurrency
2023-08-25,Sydney,4456,debit card
2023-05-31,Moscow,532,voucher
2023-08-11,London,4329,credit card
2023-01-08,New York,4327,voucher
2023-08-04,Toronto,2194,voucher
2023-06-09,Sydney,702,mobile payment
2023-05-14,Toronto,908,bank transfer
2023-07-17,Toronto,2089,cash
2023-01-20,Bangkok,362,cash
2023-04-10,Dubai,3742,cryptocurrency
2023-11-29,New York,4371,credit card
2023-01-10,Amsterdam,2792,cryptocurrency
2023-04-12,Berlin,900,voucher
2023-08-21,Amsterdam,3798,debit card
2023-12-05,Bangkok,1963,bank transfer
2023-06-19,Sydney,3514,cryptocurrency
2023-10-30,São Paulo,684,cryptocurrency
2023-05-19,Dubai,957,credit card
2023-09-16,Paris,4250,mobile payment
2023-04-10,Toronto,1060,cryptocurrency
2023-06-12,Bangkok,3418,debit card
2023-07-30,Mumbai,3622,credit card
2023-04-17,London,3653,cryptocurrency
2023-12-08,Lagos,3818,cash
2023-02-04,Bangkok,2523,mobile payment
2023-07-31,Tokyo,4830,credit card
2023-02-19,Mexico City,3768,debit card
2023-03-05,São Paulo,1214,credit card
2023-12-01,London,4912,voucher
2023-02-02,Mexico City,2069,cash
2023-01-31,London,1380,mobile payment
2023-09-24,Barcelona,3925,mobile payment
2023-10-11,Barcelona,768,cryptocurrency
2023-12-30,New York,4014,cryptocurrency
2023-04-04,Amsterdam,515,cryptocurrency
2023-03-30,Tokyo,4685,credit card
2023-01-26,London,2211,credit card
2023-06-26,Berlin,2790,credit card
2023-07-03,Dubai,1381,debit card
2023-10-13,Cairo,1155,mobile payment
2023-09-15,Mumbai,4602,credit card
2023-05-17,Berlin,624,bank transfer
2023-12-20,Mexico City,413,mobile payment
2023-03-13,Bangkok,4325,bank transfer
2023-02-20,Bangkok,4107,debit card
2023-01-06,Mumbai,3278,credit card
2023-03-07,Rome,3987,mobile payment
2023-03-30,Sydney,454,cash
2023-02-26,Amsterdam,1580,cash
2023-06-04,Amsterdam,1838,credit card
2023-09-26,São Paulo,4917,voucher
2023-06-16,Toronto,578,mobile payment
2023-04-09,Rome,608,bank transfer
2023-11-15,New York,3835,credit card
2023-11-19,Sydney,4793,voucher
2023-01-10,Istanbul,1716,bank transfer
2023-04-04,Paris,4875,cash
2023-01-19,Paris,4887,cash
2023-07-17,Seoul,3541,bank transfer
2023-12-12,Amsterdam,4702,cash
2023-12-01,Berlin,4647,bank transfer
2023-01-26,Bangkok,3683,bank transfer
2023-05-11,Dubai,1244,voucher
2023-06-11,Toronto,2714,voucher
2023-02-15,São Paulo,158,voucher
2023-10-23,Lagos,1964,voucher
2023-12-10,Seoul,926,mobile payment
2023-08-30,São Paulo,265,debit card
2023-11-11,Cairo,552,bank transfer
2023-05-28,Mexico City,3032,cryptocurrency
2023-12-07,Moscow,2051,cash
2023-07-02,Sydney,348,credit card
2023-04-09,Cairo,599,debit card
2023-10-18,Lagos,3640,cash
2023-04-18,Barcelona,884,voucher
2023-04-20,Berlin,4451,debit card
2023-07-17,Amsterdam,4828,credit card
2023-03-09,São Paulo,3134,cash
2023-04-21,London,4101,debit card
2023-12-20,New York,1675,cryptocurrency
2023-06-14,Seoul,3518,voucher
2023-12-19,Moscow,922,mobile payment
2023-07-28,São Paulo,1443,bank transfer
2023-01-18,Tokyo,875,credit card
2023-01-18,Mumbai,1718,cryptocurrency
2023-06-05,Barcelona,3712,mobile payment
2023-10-13,Istanbul,1735,voucher
2023-03-19,São Paulo,4365,mobile payment
2023-04-12,Seoul,4769,cryptocurrency
2023-10-31,Barcelona,1761,cash
2023-06-29,Sydney,4950,mobile payment
2023-08-17,Toronto,4443,voucher
2023-08-04,Bangkok,2333,cash
2023-12-25,Amsterdam,4213,debit card
2023-05-27,Sydney,835,debit card
2023-06-13,Seoul,4598,cryptocurrency
2023-03-03,Seoul,492,cryptocurrency
2023-09-09,Seoul,3193,credit card
2023-10-07,Amsterdam,2861,bank transfer
2023-10-01,Barcelona,3610,debit card
2023-09-19,Mumbai,2367,cryptocurrency
2023-09-20,London,2770,credit card
2023-04-22,Bangkok,3370,cash
2023-05-23,Bangkok,2679,cash
2023-12-10,Barcelona,2507,credit card
2023-11-04,Sydney,4927,cryptocurrency
2023-08-22,Cairo,1479,cash
2023-06-19,Paris,4688,cryptocurrency
2023-10-24,Bangkok,3151,voucher
2023-07-11,Amsterdam,532,cash
2023-08-29,London,575,voucher
2023-01-24,Rome,1577,bank transfer
2023-12-18,Cairo,2994,bank transfer
2023-10-22,Toronto,1787,bank transfer
2023-03-18,Amsterdam,365,voucher
2023-06-28,Mumbai,3618,cryptocurrency
2023-03-30,Barcelona,4924,mobile payment
2023-12-11,São Paulo,1657,mobile payment
2023-03-27,Moscow,2355,mobile payment
2023-10-23,Amsterdam,3298,cash
2023-10-17,Moscow,3835,mobile payment
2023-06-01,Amsterdam,1079,cryptocurrency
2023-11-10,Paris,4883,credit card
2023-02-05,Berlin,1283,voucher
2023-10-21,Toronto,1023,voucher
2023-05-27,Paris,1599,cash
2023-02-06,Mexico City,4903,cash
2023-01-24,Istanbul,991,mobile payment
2023-09-18,Sydney,3126,cash
2023-12-26,Istanbul,362,voucher
2023-01-06,Cairo,1092,mobile payment
2023-04-02,Berlin,3743,voucher
